variant_id,item_class_id,item_name,material_type,food_base_name,quality_level,weapon_state,weapon_type,page,sort_order,embedding
relic:15030_2:4:704,relic:15030_2,琦色灵彩之羽,,,4,,,圣遗物,,V0fAu6lSFD1ORS48h7xBugvXr7xlbS68fvh6PLyhxL1FS4C9S5Dju7JJm7uPcGq9E+yZu1yMkLzCXhk9ntCTvaxAtb3/huq94yBhvZC0iDzMqAk9zpKNPVDGgb1hKdE9wgMgvb/+7TzhOA29gdf8vLB9Ir0iGAY+cIjNPRcOxTyIzL69gOmcvbvueb21yJW9IWAmPd5yn7xOuUE9drb6vFhUi72e2PW9LFo4vffm5T0rOmQ84k5BPDGxzjxj7Bq90BmXvQ72i73uPp49xSuRvd863T3Ba4q74pJ8PV4QHL7srE+8WBYvvoBzrL1PSmC9SlquvYfjzz0d8V082yZfvR7MarzmDxq9dfHSvUxln7ylEsU8Q1YZvYhTIL305H89Z0FpvbNss70y1BG9AAMPvWtCgjyYhDO96SkHvY8vmbxYTTe9p9YGPLx5zD3rtPs8lcPPPXBt1j3PVkW9Ydl3PWnkfT2ubQG9a/ZKPcuSU72BQK08ZHOKvSJquT2lpos9FNNtvYzbsz18C1G9TAvtPR81Er6uWZA7mpMvvNqZqL15RKu9dwAnPTF+aj1GGLm8OBT3vKhVur0ZQ9m8NKT4OwJjFTyeWwq+0CgbvAYMBr4b/8K8RIsGPTfm6j12+U+9LdJ7vam4UT1t4Hs9bGvquuI1rTsE0po96+OyvB1/7Tx1nNE9+LshPSAkWr3jdOi8FjBpPFxr7Tye8yK9bZULu78qJTyNoz28XRDjPcOwHTtTDua86tCFva1eIb1qTZk8ryRlvLX0ujv5/hQ9iQsPvi3JpTohAqI7A7eHvVx9e7uY1oE9avb+vLxHiL1ySPO8/g6HvSDdTjxsU5U9cVSdvZzrSb19IQY9Nj8JvvGBnLsV/d49KQfKPIIBszyUfq89C11GO6galT1SOre9oWOtO+GSmTzlXI09JyAhPvD0WDy6V8I9cNz6vGtRjb3NOVy9iS7HvIJn/b0t0RY83b98PQm9oDsjndU8zcdivH6uyzxn7A88Ndy/PEyDDr0SCEE9b+muvGamcTzWtAA9NrfGPf1Icrxn78E9cpATPWXb8r0USOa9EthYvNdjlT1XJ629PI6Hu0vj0z1ko7W9od4XvdtpE70Biyw9JQmHPHwZTb1rrJm9wcKePVwYoL2lKrs6bzGLPZ6lATv7X5G6+JjqPbluoj3eOoO8sAJaO0SI+DyVybq939wFPVQflzyMK/S8qiIwPaUYAj5Z4DE8STmHvA5vKb1sRQo+UdVtPf4diT3yMfS70zyBvQV+sT0ZEJC9WCfDvFWpe7wUY7c92SKtuxg0gzzaBM681jiVvRYSJjs6gvG8f8+VPZqZxjwCdSa901BhPeaX2zy6qws9ltbMvQ==
relic:15030_2:5:705,relic:15030_2,琦色灵彩之羽,,,5,,,圣遗物,,SbljPSutNruxsCQ9lnLJuqRGIzst1Qu8Lv3KvFGe4r2xh7a87ef4vJByHb2eHby84iqKvGSJD72naFo9THXPvXVqkL3YtAO+G3OavVn8HLvqUbU8SL8CPjPBxL2ikJA9XOUxvSc3mT0V5qO9/YBUvYYchrwkNwM+nvcFPrdn9Tz/xIe9j+j9vQupQL0whty8/qH9POon+7xE6g89X7IAvBHMJ718VRC+B6E/vbD4yj3cb6U8lCDsPPQvVD2biqi7y62bvRF0+rxYbvA9rmeDvZah7T3kDjS8HwMIPZJjLL70Aq66UYQVvng5zr0UfKa9fNk9vdSW2T0/CdQ86WL1vCj5zbxls2y7nQDrvRGmRb3IOVE9MAS/vOr8Mr03HxM9dU6tvdsVEb4WLFC9Cs6NvaKGSj1b9SW9cpyhvRFrGjxXtSu9BzyGvEkN7DweAVM8nS6bPV/JxT1s3J+7DP9ePfjjST2+oH29ph0iPGmgATzbsn68t2jyvWZ4Sz0PUJE9IiagvffV7D1gwzO6blfVPWEI6b1agwK9/qo+vcCopb1RJ4+9VT0zPS9ldT3Oh0+82tMQvSi/nL0EnRI9UKx3OjehAT3dReq9i9zHvLVNn72P2wq9ks6JPZcRGj6QLey8fS2VvUoRmzxJ9q48w6RLO00CAL2f3zo9P/sCvZ+fezz7bZE9gTntPOBN0LsgkoG9VREzPA0eiDzUmF+9PlhmvK/Lwbt7R1i9iYTVPdN+8LtfPxC9QMPcvaE+gTvgZ4s81kVSvLzoejx0gkC7eiqwveKpOryzEQS9/GoMvYK1zDz7IJI9ssH3vDM3hru57768XN6XvbsCh7zx4fc7e3SpvfsfL70Dh948NVLUvVcW/jygwcY9kro+PeyhlT0DMf09HV0lvLC6wjxbb+S9FDkQPS3S7Tuxs4g9LLcPPkvASzsCopo9yVrDvO1nnL0165C8qXIuvdwlo70MseY8kbekPRwWAD0zdk68aaLdPF04Yj07jCU9l+5cPJlNHjsIfQE9C1wnO0wXv7sjEsQ8h+kSPkxj/7vs9Lg9yVI+PVDQ/r2LxAm+S/gIPCsLnj3rnXq9JAbyPEVaiT2xXnO9eW4cveNher3dWII9uOIZvS2IgL23Cme9Y+qJPSe7lr2W5kw9NGfMPfUTn7xpAYK8mU2fPSxvdz0btii8tAuGPFQ+8zwVUZG9698jPb0EwbopLUy8T4iKPPVwqj0UDCs8BfumvFTsIjsjutE97W4SPQXKez2AsQi9/UB3vQX9qj1SfgK+SmfdvDU2+jxzKqE9jUpUvGfZwjwX6bW7mW6dvA/ls7xhwHS9P0tmPTWtST1Fj8G9EivIPK1oVrtkATY9IQapvQ==
relic:15030_3:4:706,relic:15030_3,灵光明烁之心,,,4,,,圣遗物,,JENGvZ7GEr2jllW9aJ9kPEGTSL0KhYo8JIcyPbIEGLua77m8wVpUPfzKSr03m7C9gApuPfG/ir30Fo87iIKUvcnStTzCAxK+ueoavd07ZzrxxbM95wZQPQIpIbxUI0A9zmZmvf3msbvZ3gG+Qc+zvD0Dpjx1ARQ9wiP4Pf3vvrwTVjg9JDF4vbxhEL1OlEG9OheHPdoVqL0dzmU9oM9bve9wCL21FMW92LocPMoOwbwtRQw8yEp/uDnOjzzF1HA6/8qrvf9bbL2JF2o9SMn1PIrV8T2cbA89RD9VPUHezr2T1rq79P+uOeSVEL5udFC9o/80vSspjD2kK1W9AxQ1vkgjqjxkHmg9YqAYPWlgVz0Nmdi9bdF7vSQovDxx8yY9QE3lvFXHHD2dBlw7Le8RPVOGVzzqb6+8gYqCvArxn71sETm8VKJZveApCb79jwk9r0ccvaGjFLw47Am9Vri0vbpLKr2ti5S9G25YPI2DRT0AY0C95/frPHvRHD36+pa9Qdo8vaDEgD3s88S9B2azPbmHVr2UDoo9J9pfPSmCpL2McYW935wRvTRnsz2+ltq9doDju1Z2WDz32P+84apTvb8rMT3w67+8Ze6tuuqCmL3cq/49GBIcPYzXqz27K5M8VDA2vXgr4L3RZKC7A9SQPQLolL2hISK9rNGSvalzoj0odYe77UCBPYBQoTuBvFY9BqgcPJ4TlT2ivHU95CO4vbMyyT0YT7y8nAm2PKTa9L3C+gW7A7idO7RWUz3TQoI9CInaPd8QyLyoTC+7ROgyvTEtRD1A6EU9H9+RvRJzWrtBhhc9mi69PYSVObwu8cs9QlQovZqOaz09xYc981r9OxmY373XEow9UleEvbS78rxUcBA+9/AXvq4T2bxUx4a88MFGPY2OGrtPXr28IaQ2PE01jD34pSc9idTEPcyu0jzJN7I9n8WVvOXBDD0PsZS9rLIfPZBCKb0LkYy8RExZveQ8cr1ghQO+o7JqvWo47b0hhW29j7jSPX6J8b3qPde7NtanvXH6NL3Hd3g9UiNfPdqMsz3mMGG8EGE4PYLVmL2piA488XSmvRaMvz0vaba9ZIBIvQfAx7yltTc8frECPvMupj10VGQ9nEaXvQ13fbx+uGq9D++7Pf70Fj1vE569J6lPvc03pLyFwIy9vin1u3mmtzkV4dU81iljPSbeYT3gnxK9isPHPCY11z1KaXg8pcqJOyM+c71AVAK9IPDqO4TBur0dYPo90s3MvEipnj33wma7lOUVvdOOGT7Wmje9tI6fvViiTz2kwZo9/tsZPfGW4rx/mZM8kUeKO0xNnD33uXU9YEVePVIZjj12pQE9dPjSvaeZ0bxGF7A8jt03PQ==
relic:15030_3:5:707,relic:15030_3,灵光明烁之心,,,5,,,圣遗物,,gLB0PCjUOL3lvdW8/Y1WPGaYurwoz8M7r9qLPFyGgLz+Hho9YyOcu17Sv70LjwO9AbIIPTKmTb1hbQY9a8agvb07Mj0wnhm+wssovRnkIDtcdZs9+2P2PRXZ3bwOBRc9f/5zvYUBBD3Y5SW+EsD2vPQYkTyGHyc8gjs1PmC+SrzUcJQ9FtOhvXi9wryvHdm7OyhMPVr2mb3HnFE96qspvZfJozuJ2A2+o31iPDceML1gvGY8pm4qPRcPUD2AOTS5DYrCvShvTL3sfrQ97MxgPW6uGj5yi0A9FAiKPMTBsr1Wzv+75LfuO8pn+L1eWXa9e2PBvNJ7kT0ldA698MQTvktoKzub7pE95xUaPfaXWzxKrq69Z6SbvE9CHD3DTN88i4KRva3gD70UTzS8WkXju9FdUD27lDC9EDVrvWMLUL0qBhO99prHvezQL7588vs7iOcJvaflV7wq05K7miuEvUaaX70P1re9MFCxu/+UlD1glgC9mIUhPMh10jwjEYa9xdpyvUbUbD3X4Um8teayPbUxLLyNPv48YIFPOyO6XL2IUom91zFjvOUcUD0dBNa9iTADPMMIvDwrDkY9B3hGvULHHD0V7L287fwKPZACMr0vKfQ9DIh1PSw71j17ER89idYkvZTGBr5IyEO9tymIPY/Z3L1VBZK9bVJvvSARlj18h6e84akEPdC+Ez0p2Rg92VWLPC7HVz2PBRw9ETy0vXn4lT15rVK9A7OWPCkb1r2/YvU8z8ABvad3cT0Nty09F326Pa0IErwswQS9PerkOsiShTxUoG09gilKvRX/qzy/Dlo9J3PDPQwKjjvTAH49DGETvbripDzOD8277oT8PBla5b09bz89jUYxvQvcObsRZR4+SW0gvmOpCD0osqI7y+giPU42dL1uMku9ChRXPcRWLz2zztY8ISClPW64M7xN0LI9vwAPvEaBFj1G2uC8OrPWPGbXWzz0nJQ8/gx4vIqPDr1rVS6+iMq3uzIWy725S/e8BBjWPfY9Y701awu899WovaS6cb1wFik9z9+PPRavYT3b0UQ7TfJpPA1iyr1WShe9xFsSvQYX0D1EkGW9SV2yvBDVAr0EYRg9ejrvPUfEgz3NvKI9NTzKvbm3Db0BXya9l4DcPbKRQzx2vTa98TSovEQj/bwviJm9t2bzu7AgebzrwTg9+6eJPRc7Vj2jjQq80iDcPBDbrj3yJW88bMqTvJB4rL0ZJVK8YyrOOo31m71S9ew9y8p7vZXOSz0STiS9oxftvEvGDz6SHMK9F02Wvba1nz2ilpY9LOXRu6ZsvrwrVxc90HONPev1uTzj0/U7XzZOPUFPwT21Nl+7vXrtva1IXr1KAbc9aqtEPQ==
relic:15030_4:4:708,relic:15030_4,灵光源起之蕊,,,4,,,圣遗物,,L/xbPaA3cT1/l2m95/MyvHfiJT2myAY9naLTPMaPkz3LBak848gjPVI6CDzzm4+9b72COwyAa72RkU26cOYRvC5McDvDKgW+ubwzvMi+BT5mgAq9wwzwvNm4ej304709F5fXPMZ2hrpJTtk8w7AKvY3Guz1C+Jq9Ts8APO1oOL0/VxC9zCLCPDhpgr2A/7a9sXGsPA1L5by4WWU8nVbCvXbL57vKpje9eXGgvF1WEj7XhIG8gb7cu3IrPj2oE6E9FsZRvEXHfr1bjM29+leJPQKMlT2XkZG9sgumvcLgnL1zZZg8lNM+vfD9gb2TVQC+rmNZPYHJtz3/hi09h+MmvWUBU71MylK9O6mqPZrciLyl3oW8oIMkPXRhKD2UmSg9kcsLvWdNcz125q09Ek/LvCrS2rzzTeS7h6AivRKSDb0bTWa7C74KvsH8gz2ilcM86f4pPcucPr30ptE8CU48vU6VB7zkIIk9s5CpvcM1gL2nO669P096vRvFCT0jLd69boWWutyVhD39xoC9k3+6vLcLUb12AmY9lLmcPLWQF7128lC86IYvPThvCz0MkRU9ixZQvbzEwb0ymJ29MUc0PVtaOr0Ck4O8lYzJvMktiD11VTs9rGNeuz6BGzxh0ao92BzcvYmP7T0tFkQ9vAMVvZ+3mry52Bg+OdJcvdFPJrycJgw97E+PPEF5DT2ThO07Th7ouucfdD0mD6W6/UslvU5biD1EF369GisJPV3NOL1kOHq93DM0u7v1hLwVXdM9epQtPa+f7r3nDp49GSDZPAxsgj1QueG8gc+3vDDxTr6LjJQ9jwSBPSz3dL23xhu9zPwvPC8/2T135OI9tzcCvvFSx72iAJ09+6i4PUOypL0t9RQ+7lm5vUVOGb06QpI9bZbIPQm9fryUFZ+9GrIsPHPpxj0icbA9EOYXO+fNoTxNmhK9fSYDvfSuubt6gtm95UxSu83y77wtx3E7TxDzPJlg2D3OmhK9UfLKPc6ZUr02Whg9mX1ZPe3H0r2HtNe8bGemvCUXCT6iBcs7r47QPbnXEz3u/SI9Sfz2vBNvZT3ZE5m9WG0avDwLC7sBzhW88AwIvRcFkz1/vRW+iEiMPWp2JzsAtFm8AHF0PabvljupDCo9CVlwPIuGb725JmQ9d5qDvS9ql73gPJ68Bm08Pe1XtT2WZyg9HJ0kPiIB2j2cxSq9yAdbvcri4LwKLnA8D+ERPrEVrjwUHwm93RHVvRgLkrwkD+A9yZ9FPaCWfbw5io+9FZlxvKVTWjw2cQ2+DQrePIb4/7yXITI9xbMJOlT7eTrr44A8o+KFvSYUcTxwVaO72ejTO9rllD1dd4M7GI5VvaUMKLzvexa9FTmXvQ==
relic:15030_4:5:709,relic:15030_4,灵光源起之蕊,,,5,,,圣遗物,,gxHyPW0CID0QjJa8OXpJvElOgj1Wyfg8tQ5Zu58jYj2XNT89vWKvPCfvX7y22yW9zWn3u/uGg7268Bc8aJP4vFFAvTyOrgu+eyiRvIn+zz0mq0K9HsqAPDdZOT1U86w9rGoRPV9xcz1kO507WVg1vT3k4j3g2KW9RxjWPCO3ybxxyvK7hC8+OdmXa71JakC9vju4PFImFL3VRY48E8HHvRMIuzzVbnm9kBeUvN5wCz59W/Q7+TAhvOfqpD0/crw9fLApvLwQG710eGa9e/quPVcXoD3VW4a9I/66vZKuir1JpAM9LtVHvZc7VL1Elxe+0lCSPcyvwT2IJYQ9U4RIvPGFb70SRZO8A4uWPZqbSL1uixM76JNVPRRyCT2JpeI8h6A2vRqkiDwxgJk9nXtFvTdHjztWRbC6rUSTvYYpTLypg9k7qTkVvg/02DyVmc87vkTEPHiZWL09cnw90KAIvdGizLto9m49wsTivQ4w/LyBkMy9YSm8vY2LTDvO5++9vnh7vBFykD0iZ/i8nZPBvPEYmLzXCLc8TohgvDjwBL05rJ+72LIVPd0CED3ifUk9w38svUqYu71h7S29nqQLPeeN9bwhLoK8+zd9vGHIvD1zGM884mqXPAY86zwiAr09UB/+vYHgzj0p0+U8mO4JvWiWEr1XsgA+bhRUvTSxarxXc5c8TWIpPAFPjD0dB9C8m6H6O2k7Jj38xqm8HmAovd2KjT06Wsa9xPQoPGoyTL1svYm9yw48vfhDcDy7vN89/1gRPXa5wL1AbEM9KSuRPdgaLT2Cx3i9LUNhO2ZsNL6dp6k9K1ujPRqFybyXmy+99kFCPF3+lD26p4A90TH6vZ/ZtL1vQXk9+cPePWfGO70DXBM+Iq2VvffhCjurbus9hNekPYqRVL00BKS9+W3qPA6CzT02c3s9Hi2WvHn79Dvhcju9KCWVvCTa8byDVKm9b6v1u5x3g7zeeyI9TYJQPaT4CT5PRJO9MaMFPhQCKr1FLoo9m2QcPawtir1hzDa9Y9eyvOFN/j2VIcg7GLoOPo3p1jwWOBE9QCyuvKh2Oj3RHtu9b7l1O5ywdryZEIg7xGatu+yLXT2slgK+1lWPPV7/yLzWiq87F9bjPPo3Yrz26As9QPmQPB8GMr0U7qU9nvUWvVFSlb0N+w29ub3jPBtxoT0Ht2Y9riosPm0X0D0Afsm8ZbQvvVPhC72K/cQ8xO3wPTQw6rxJyQS96yvbvdBr0DzXQK89wUy3PA7Ofbzy+MG9ipJ+vFoPZzqUyi++30UJPYVLGToydWE9P4bEu8HjVDuLJxk9DM/8vLDm7rtyJga9aLVivA/FpT1oGhS9aeicvStOKL2neeK8N36TvQ==
relic:15030_5:4:710,relic:15030_5,久远花落之时,,,4,,,圣遗物,,CYuCPSVCC73gYpu9m2qYPGEuNzzZce08wAvbPVjjoLwVjyC9NKA8PaKT37yYa2K9LeN7PVfiqLzzIly9P0AwPckcAj3vR0W9o7xaPFFaD72UeJU91VrevHL0Mjx2BSA96bZ6Pb16yDoRhoy9aQ4WPmiraj3p9fG8jMccPB8miDy+qvO9cc/qPULJm7rsCZu9fZNRPU1jSLyTn5E9pFpyvFN9oT2OzJO8Tf3oPFIXQD2gfpc87pSivNMhOjwlaPq8dwgEvkYAn71Sk8y8XkcXveyWt7ztFgi9IihSPDRfhT0tp0E9pSABvuASS71vf9c82RCgPJC1jD0uaZS9msvRvVT0jDwloQg9cgW3PEyB7jzyRJa9pg7nvc0y4T23XCO9CHRfPTfmjLnbHBO95ReKPdtmfb3gMTe9rJh5PUzzQr0mPKm95zZkvWmyCb05BEU9+0iqPU4NVrsoOuS9i4xcPXAp6rz3/w09zo6hPQZ5qzvZ2488O0QhPRXZ2T1miwy+ZWc1PTtjTD0gFPu8fJiEvWa6Yr2HKA89YMyDPWYxBr3Neru9XToivYMoLLyAOr691KxovNeg2jyJtVC9dKaZvWXukr3VP5a9LMSaPaYWxr20QY49CjSXPI64HLzV98C9CyiBvYdeojzP76a8xBekvTrrKb6pOrA9XXlGPZRUsj0Dtjo+0w1hvGPjib3mFmg9w3SzvR/6Nz3ycBU9eGcpPLVQ/jwCoGO8tKEaPQ8gMb0RYIu8RppgvVtof73oufw66++rvQjJ5DyJoTE997JfPFDW1jz8MkY7kra6vZeFFz4vcO08Zu4PPkT8nb2IjoQ9yeIjPVEKcDxjV/Y9MTkIPT2myb3FJMY9wMMNvaR1Wrxj+gU+jDS1PHJO1TwCLF09GwrHPWCqmLwZpTO8GgqUPDWLPj2pnwK8+hEZvXy3Hz13wZK9vojEvFafAT4Rluq9AGKAPGztVL2Vyn28/Sw9Pemnmb1+4tk81+Y1PQpGxLxe6zC+W/WDvE7FJr4K3wk9huG/vE143T1LjK281ZLhPPyBtjzr+8W9D1gzvcqcdDsv4ye9NHJ/vDukMz3sbbe9uOd4PbYhV70hXpI8knCiPev50T3RT6U7UqA+PAUSU7x0OjQ9RjOfPZa80j2B7Tu9xt53vAgwmz1+Fk69WPvdPU5s4bwpkkQ7kwORuxOiXT0HYA69oge2Pfbpjzr33qg5Bsq3vCkW2zvz0B29u1kCvEwp+rzt9s49nT8BPTglHz7d5ke94/8lvZBpcz3ey+e91X3AO0dRtTwO3x89PKqhPL+8fb3JCRE9XAGevWKvMjzQSzC9JSIkvcTJKj1wpGK8oXX4uWquHb11Dz69g5HhvA==
relic:15030_5:5:711,relic:15030_5,久远花落之时,,,5,,,圣遗物,,SGgMPj2por1nbkG9MsbRPBmXPD2Trig9nhWJPQ/lH71EYos8KzItPUw2Hb2RYle8SMBFPdi9E72UOia9ZoqoPPTNYz2LJYK9xGUXvNsoZr3Rwks9LoU7PD+7PrzE5SU8/xlbPfm7tT2Jldu9C/YNPt6Ouz2p8Ma8nd4XPamNSzw17LG9K5aTPUXYBDt2Y6e8NaMsPfcrv7yws1c9+24JvS2t6T09wES9n+HQPADVLj2+/+A8k/cYvRm1FT1lLYe8FRMGvgGcA70W9sY8ixsavbzFA7s6Oc28ms+jvHlpiT16/GY9QZTZvTXaR70ihpg7mvlcPcynjD3k8iK90YeYvXsFJTtO3Yc9E5jYOzwk77ugHWi9N5fLvVkgtj0vjxi9N7sIPabucb1rbU+9UZocPfCsLL3SKyq9KuxNPCw/qbu604u9yxdqvYIhsb1sCSQ92feRPUo2wry+tKm9rEVzPQW6CL3yVnM8+HpWPZvPaz0aXUq8rMMyvLMBkD24RQq+98iMPOptfD34aKO6jXaxve/laLy1GtK7+eRIPO04N701XJy9IqP3vN7HXLwRNsS9s9bCO2IKzTw8K/86lhaevfJxdb1iYoa9M0KtPd57hr2pO1U9BCVsPQsNpTws6YW9N56XvVRljrtNk5S9q9aXvSwpOb50U5Y9PBYbPcnwej3/gBM+tifPvOVyhrxk0/Y8sMXFvQWU9jwrzJo8KPIPPNw1+Tw6F3y9BkPxPA8wUL3OO1q8KjL3vXDmFL1S1e276XvCvdnnPj2FW4s8SKuMPZtfiryfbBi9KpBIvQdqNz7VA2M9mscsPquEBL1GVoc94i44PbprerzBSnE9RgvQPEDeyr1Bhac91Cnlu+Bz/zzVJvw9u+cQPSkzpT2pxK89p42KPZaFRL0aBH28QUE8PSBALD1Y5RO4hcB8vWTA2zynSda9m5Y8vCA16j3ywri9VNsWPKRGGr3Ux6k8b1SgPUrbbL118BO7E9+4PXwiX7yJnxS+E1b5vEYpAr7FMqk7c52Bu3e8rj1I+tW8QymyPVXy4ju/WOW9Y748vckr+bwPPIm9VI1cPNXePD12C5a91n3BPW20qb3C7XE9Kz3RPcbyrz1kxv88qgcivTsqDb23iT49FXW+Pf2Z0j0tKi+8AmmOPM04jj0WtZm9VF++Pc3yNb3Ivs08fztcPL/UPT0xDzo7ye7QPW9mUbyoCBI8TApHved6trzrkje91qlOugRNlzwpRsY9QoVLPKsuEj4tuba9yNsevY7TJD3VkSK+78GkuyCwgD31Cxo9ZX6IO9mFdr1+wI89r1ZIvSQhcLx8B5e9StGBvfuLiz3tWE+9kjahvBy0j7009A+9CDETvQ==
relic:15031_1:4:712,relic:15031_1,遗忘的容器,,,4,,,圣遗物,,uJGdPaJG8r3uszm7KOCQPSKRhDynE009I9NovJA8o72yRFi7xKXLPEPXHjsMLke8av3gvM5jgr1I10Y9vooTPlA/wTxmIhm9RAsjvfvkvryJsxS9y7bUvBA9mr2BP4c9DsLkPLlAhryQ9pe9iV91Pe03/zxBasM98Q9NvFi3wz1p6BO9wfUvPofnCr15iou8JwrJvMd4Bb0Rqnu8WyVKPauKYz2MRN6954gmPTlpVT0fBZi8MuAavYBmFb2i1828mECnvTC09L1E9B0++GPYPEwGi73Gxzg9okegPadFKr3aMXs962qJO5ynp73bF0S8Jl6+vR50bLxuJO67MyJOva5aHD2kT+K9jIBFutZLNj3aX828ZUn+vKHHELyQFQM9qD2PPdE5e7yHqfe8+G4evRSziz1lGAi9Uf+PPezDMb0yGBq+HJeNPBg4ET0mQMm8nJWcPSqy5D2DcQC7z/wlPFA0qD2MUpy98UVoPY+OoLzTkFE9pGFLu3rkSD2gWLM9BTLMvOiUsjyysfC9tPliu9cywL2YeDw8ymCtOb4pZr1upuC9hT3NvSUUoj2Vt5W8UtbWvDqaqj0GnGi9gD3zPP0xL71wRVG9rZesPbNbYb2Byzk9OI2MvBn9ST3xmRE9srMuvvSCVT1HqYk98l2zvddbtbw3ray8vlfIPfVSoTtw31c8bb2cuxe5fL11aJ47DrCWPbwLjz0jXC28HKgkveOd2rkskJm9vnLBOgBnib1+Oom63t3bPUiztLw1SR89HyDOvUW7ij2Sc9i9rMXevHp5mryx6BQ9ME0DvuX8Gb36NJM9tajSvTMs07wvoOy81w1Eve5ndrtuqRw+WOZbPVom/DwwB6c8Frz7vFhBFj17/y69sCKiPN3kA7vszMU9Lc+VPf10JT6s5hW9ioF7Pe1oObyDUw48nrgrPC0y3j38FmQ9HD0ZvY+BUD0sRlE9IZZHPcKGXr3vquc9cXZiPTq4oTx4ctG7EIYwvfY94rzx86a92p1evaYcN713Fjg87YlyPEuAOzzomSQ93E/BPInao70NNqc8td+0vAy+tL0qoIm9VKDmvbH+mD1Ieo68NgJCvQsM3D0zoAu9I7TxPGjUbz2tFpg8P3EHvQRiB77VJwm+7aW/vJVmBDz9bMM6K93UPVjDcz3mIWa9VjJlvZEMSD3uy1O80aQrvebGHL03gIm9GRPePdd1Bj6D7Y69CSPDvMNBCr2Ed8G8F46wPLil+7zxR4s7CuBWPZsEPb1Ohm07GYY7vdMNpD2cKTG8PPchvc60tr0AuYo8ePabPBx3mb2IM0O98NAVvdZaqz0+/Qe9AxHHvbmfsT08BW298gsLvfq2qjxk7f09adjZPQ==
relic:15031_1:5:713,relic:15031_1,遗忘的容器,,,5,,,圣遗物,,s1ToPWJyEL6uDF47cROKPdzItzwEO1M9zH4JvQ4Fxr0/ilc8F51NPM2DrLuUCrM8p6kBvYfUkb3I1HM9sHrqPVbTIj0tchO9r2N2vTbk/LxYrR29oNrluzyVuL1hNTk9wWiQPMITgDzhKra9/dldPaAFMj3fusI9PyShOumhzD3cjq+8AnAhPqhXBL26qJ47tysJvUsYHL0ppdO8e5QrPWSPhT3iLOu9SLJVPWrOYz0slG+7b93yvHKoQrwmFEm5c6WrvYfaxr1boDo+UzcAPX01ar2e/Tg9izWQPTrZKb0Bupg9qJvUPH2dqr0Yyha9BU6OvTrbKLyQ0ww7QMMJvSMjrDx79NS9kgcmvH2OyjxsK3G8RKGtvKRIjLy4fc08dgBvPUT0Tr1bABe9XvVWvWDkqj1PSgK9AWpYPUMJibwGeQ6+2K8KPKHZ/ztX4/q8yWd3PWRJ5T0+86g8pYqGPCBHnz2GTba96FwEPaqoHLve00Y9Fy78vIONFj1uvsE9Z5wGvYCjET3NT9S9Teg9vL04qL1rYka8dgsRvL8vOL3XItO9PorPvX86pj2WKY687CPrvJvuxD2GJxO9mqq5PIRQ/rwGGxy99G6yPUQh+rxWvyg9bb4ou6b7eD35jD491B02vlaeOj1pyj49WVGpvahrAb3jdBm9k9LUPeKzi7vqDz87AEdOvKh/Fr1Mlxe8Z12LPSutnj3de3G8PPEqvc35xDu3XMq9kwCjOm1Kib3AkVm8EPSvPRPViLrzsBM9daPavbMKkz1ECQC+L7kRPC1JDb2H3qw8UmjfvVqForytSI49GGvFvVW4zboymuW8KeMzvUKUrbxvgvs9pU5mPSmVMT0ZsIM8v4qbvOUpQD0bQGK9dX4FPbG6Ez0W7+E9mkVcPatPDj4zqEW9FNqVPfsfQLyJxi884UMauMEiyz14TEM9jaMFvR5tOj1+mZM9orTyPCUwKr3NUQI+pH5XPcAX7TymOke8+6+ivO8zpLwpz4G9OZ2FvdBAzLxh3o07a/jePKjtrLuV5RA9y/JQPeOFqL1S0ec8hmKuvIDY2b0hCqW9pYXbvf7ykj05maA5yOoFveW7yj1FNDK8XasnPXvgQj2Bu7I8LUOGvXeqFb5xygi+ZZR4vBqdEjxEcZY8Vb39PVXmZT0oMoS9g2WSvYrzKz2pHCC7+yI4vbI+9byxcF+9qkbvPVh7Az4OZYC9SeATvYYNUL3/+2q8asabPG5UHbwEGAi75UYcPaeDar2M4a27oO4+vdIglD0wTwK9qCgRvbkziL3Z1aI8YnWhPHt4ir3E8+y8Ql6ovH5Niz23rVe9+YfavW543j3WfZ+93JNAvSP1eDx/lgQ+RwPgPQ==
